ItemCode,Item Description,Category
HS811B,"Henry Schein Global Sourcing Endo Round Foam 2'' Sponge Refill, Blue",Endodontic
HS8400,"Henry Schein Natural Elegance Premium Flow Nano Composite Syringe,4 X 2Gm With 12 Tips, Ast",Impression & Accs
HS8401,"Henry Schein Natural Elegance Premium Flow Nano Composite Syringe,4 X 2Gm With 12 Tips, A1",Impression & Accs
HS8402,"Henry Schein Natural Elegance Premium Flow Nano Composite Syringe,4 X 2Gm With 12 Tips, A2",Impression & Accs
HS8403,"Henry Schein Natural Elegance Premium Flow Nano Composite Syringe,  4 X 2Gm With 12 Tips, A3",Impression & Accs
HS8404,"Henry Schein Natural Elegance Premium Flow Nano Composite Syringe,  4 X 2Gm With 12 Tips, A3.5",Impression & Accs
HS8406,"Henry Schein Natural Elegance Premium Flow Nano Composite Syringe, 4 X 2Gm With 12 Tips, B1",Impression & Accs
HS8412,"Henry Schein Natural Elegance Premium Flow Nano Composite Syringe, 4 X 2Gm With 12 Tips, C2",Impression & Accs
HSD-01,Pac-Dent Automatic Non-Contact Hand Sanitizer Dispenser,Infection Control
HSEZMS-100,Henry Schein Global Acclean MW type extended angle soft,Preventive
HSEZSS-100,Henry Schein Global Acclean ST type extended angle soft,Preventive
HSFS-200,Henry Schein Impulse Heat Sealer,Infection Control
HSFS-201,"Henry Schein Heat Sealer Replacement Kit, 2 heating elements & 2 x sealer clothes",Infection Control
HSIPEW003,"Henry Schein ADAPTA-Post External Wrench, for Head Posts, Size#00 - 3",Endodontic
HSIPIW003,"Henry Schein ADAPTA-Post Internal Wrench, for Head Posts, Size#00 - 3",Endodontic
HSIPPP00W,"Henry Schein ADAPTA-Post Reamers, 0.78mm Diameter, White, Size#0.0",Endodontic
HSIPPP0Y,"Henry Schein ADAPTA-Post Reamers, 0.90mm Diameter, Yellow, Size#0",Endodontic
HSIPPP1R,"Henry Schein ADAPTA-Post Reamers, 1.20mm Diameter, Red, Size#1",Endodontic
HSIPPP2B,"Henry Schein ADAPTA-Post Reamers, 1.45mm Diameter, Blue, Size#2",Endodontic
HSIPPP3G,"Henry Schein ADAPTA-Post Reamers, 1.70mm Diameter, Green, Size#3",Endodontic
HSIPSD0Y,"Henry Schein ADAPTA-Post Secondary Drill, for Countersink Preparation, Yellow, Size#0",Endodontic
HSIPSD1R,"Henry Schein ADAPTA-Post Secondary Drill, for Countersink Preparation, Red, Size#1, 2",Endodontic
HSIPSD2B,"Henry Schein ADAPTA-Post Secondary Drill, for Countersink Preparation, Blue, Size#2",Endodontic
HSIPSD3G,"Henry Schein ADAPTA-Post Secondary Drill, for Countersink Preparation, Green, Size#3",Endodontic
HSIPSS00W-10,"Henry Schein ADAPTA-Post SS Refill, 10 Posts, 2 Primary Reamers, White, Size#0.0",Endodontic
HSIPSS0Y-10,"Henry Schein ADAPTA-Post SS Refill, 10 Posts, 1 Primary Reamer, 1 Secondary Drill, Yellow, Size#0",Endodontic
HSIPSS1R-10,"Henry Schein ADAPTA-Post SS Refill, 10 Posts, 1 Primary Reamer, 1 Secondary Drill, Red, Size#1",Endodontic
HSIPSS2B-10,"Henry Schein ADAPTA-Post SS Refill, 10 Posts, 1 Primary Reamer, 1 Secondary Drill, Blue, Size#2",Endodontic
HSIPSS3G-10,"Henry Schein ADAPTA-Post SS Refill, 10 Posts, 1 Primary Reamer, 1 Secondary Drill, Green, Size#3",Endodontic
HSIPSS-AS,Henry Schein ADAPTA-Post Stainless Steel Introductory Kit,Endodontic
HSIPTS00W-10,"Henry Schein ADAPTA-Post Titan Refill, 10 Posts, 2 Primary Reamers, White, Size#0",Endodontic
HSIPTS0Y-10,"Henry Schein ADAPTA-Post Titan Refill, 10 Posts, 1 Primary Reamer, 1 Secondary Drill, Yellow, Size#0",Endodontic
HSIPTS1R-10,"Henry Schein ADAPTA-Post Titan Refill, 10 Posts, 1 Primary Reamer, 1 Secondary Drill, Red, Size#1",Endodontic
HSIPTS2B-10,"Henry Schein ADAPTA-Post Titan Refill, 10 Posts, 1 Primary Reamer, 1 Secondary Drill, Blue, Size#2",Endodontic
HSIPTS3G-10,"Henry Schein ADAPTA-Post Titan Refill, 10 Posts, 1 Primary Reamer, 1 Secondary Drill, Green, Size#3",Endodontic
HSIPTS-AS,Henry Schein ADAPTA-Post Titanium Serrated Assorted Kit,Endodontic
HSM08BL,"Henry Schein Global Sourcing Bur Block Magnetic 8 Hole, Black",Endodontic
HSM08BU,"Henry Schein Global Sourcing Bur Block Magnetic 8 Hole, Blue",Endodontic
HSM08GR,"Henry Schein Global Sourcing Bur Block Magnetic 8 Hole, Green",Endodontic
HSM14BL,"Henry Schein Global Sourcing Bur Block Magnetic 14 Hole, Black",Endodontic
HSM14BU,"Henry Schein Global Sourcing Bur Block Magnetic 14 Hole, Blue",Endodontic
HSM14GR,"Henry Schein Global Sourcing Bur Block Magnetic 14 Hole, Green",Endodontic
HSM163-100,"Henry Schein Global Acclean Spiral contra angle soft 100Pcs/Pack, 12Packs/Case",Preventive
HSM430,"Henry Schein Maxima Metal Reinforced Bite Tray, Posterior",Endodontic
HSM431,"Henry Schein Maxima Metal Reinforced Bite Tray, Anterio",Impression & Accs
HSP08BL,"Henry Schein Global Sourcing Bur Block Plastic 8 Hole,  Black",Endodontic
HSP08BU,"Henry Schein Global Sourcing Bur Block Plastic 8 Hole,  Blue",Endodontic
HSP08GR,"Henry Schein Global Sourcing Bur Block Plastic 8 Hole, Green",Endodontic
HSP14BL,"Henry Schein Global Sourcing Bur Block Plastic 14 Hole, Black",Endodontic
HSP14BU,"Henry Schein Global Sourcing Bur Block Plastic 14 Hole, Blue",Endodontic
HSP14GR,"Henry Schein Global Sourcing Bur Block Plastic 14 Hole, Green",Endodontic
HSPD-105,"Henry Schein Global Pentamix Dynamic Mixing Tips, Orange, 50/pk",Impression & Accs
HSPD-H907B,"Henry Schein Global Sourcing Application Tips, Tubes and Plugs, High Viscosity",Cosmetic&Restoration
HSPD-L904B,"Henry Schein Global Sourcing Application Tips, Tubes and Plugs, Low Viscosity",Cosmetic&Restoration
HSPD-M905C,"Henry Schein Global Sourcing Applicator Tips, Tubes and Plugs, Medium Viscosity, Clear",Cosmetic&Restoration
HSPD-R902B,"Henry Schein Applicator Tips, Needle Tips 20 Ga",Cosmetic&Restoration
HSPE-CHXB,"Henry Schein 2% Chlorhexidine Refill Bottle, 480 ml/16 ozwith 1 x Luer-Lock Dispensing Cap",Endodontic
HSPE-EDB,"Henry Schein 17% EDTA Refill Bottle, 480 ml/16 oz with 1 x Luer-Lock Dispensing Cap",Endodontic
HSPE-SHB,"Henry Schein 5% Sodium Hypochlorite Refill Bottle, 480 ml/16 oz with 1 x Luer-Lock Dispensing Cap",Endodontic
HSPE-STA,"Henry Schein PacEndo Bottles, Syringes and Needles Organizer",Endodontic
HSPEW003,"ADAPTA-POST EXTERNAL WRENCH, FOR HEAD POSTS, SIZE#00 - 3",Endodontic
HSPIW003,"ADAPTA-POST INTERNAL WRENCH, FOR HEAD POSTS, SIZE#00 - 3",Endodontic
HSPPP00W,"ADAPTA-POST REAMERS, 0.78MM DIAMETER, WHITE, SIZE#0.0",Endodontic
HSPPP0Y,"ADAPTA-POST REAMERS, 0.90MM DIAMETER, YELLOW, SIZE#0",Endodontic
HSPPP1R,"ADAPTA-POST REAMERS, 1.20MM DIAMETER, RED, SIZE#1",Endodontic
HSPPP2B,"ADAPTA-POST REAMERS, 1.45MM DIAMETER, BLUE, SIZE#2",Endodontic
HSPPP3G,"ADAPTA-POST REAMERS, 1.70MM DIAMETER, GREEN, SIZE#3",Endodontic
HSPSD0Y,"ADAPTA-POST SECONDARY DRILL, FOR COUNTERSINK PREPARATION, YELLOW, SIZE#0",Endodontic
HSPSD1R,"ADAPTA-POST SECONDARY DRILL, FOR COUNTERSINK PREPARATION, RED, SIZE#1",Endodontic
HSPSD2B,"ADAPTA-POST SECONDARY DRILL, FOR COUNTERSINK PREPARATION, BLUE, SIZE#2",Endodontic
HSPSD3G,"ADAPTA-POST SECONDARY DRILL, FOR COUNTERSINK PREPARATION, GREEN, SIZE#3",Endodontic
HSPSS00W-10,"ADAPTA-POST SS REFILL, 10 POSTS, 2 PRIMARY REAMERS, WHITE, SIZE#0.0",Endodontic
HSPSS0Y-10,"ADAPTA-POST SS REFILL, 10 POSTS, 1 PRIMARY REAMER, 1 SECONDARY DRILL, YELLOW, SIZE#0",Endodontic
HSPSS1R-10,"ADAPTA-POST SS REFILL, 10 POSTS, 1 PRIMARY REAMER, 1 SECONDARY DRILL, RED, SIZE#1",Endodontic
HSPSS2B-10,"ADAPTA-POST SS REFILL, 10 POSTS, 1 PRIMARY REAMER, 1 SECONDARY DRILL, BLUE, SIZE#2",Endodontic
HSPSS3G-10,"ADAPTA-POST SS REFILL, 10 POSTS, 1 PRIMARY REAMER, 1 SECONDARY DRILL, GREEN, SIZE#3",Endodontic
HSPSS-AS,ADAPTA-POST STAINLESS STEEL INTRODUCTORY KIT,Endodontic
HSPTS00W-10,"ADAPTA-POST TITAN REFILL, 10 POSTS, 2 PRIMARY REAMERS, WHITE, SIZE#0.0",Endodontic
HSPTS0Y-10,"Adapta-Post Titan Refill, 10 Posts, 1 Primary Reamer, 1 Secondary Drill, Yellow, Size#0",Endodontic
HSPTS1R-10,"Adapta-Post Titan Refill, 10 Posts, 1 Primary Reamer, 1 Secondary Drill, Red, Size#1",Endodontic
HSPTS2B-10,"Adapta-Post Titan Refill, 10 Posts, 1 Primary Reamer, 1 Secondary Drill, Blue, Size#2",Endodontic
HSPTS3G-10,"ADAPTA-POST TITAN REFILL, 10 POSTS, 1 PRIMARY REAMER, 1 SECONDARY DRILL, GREEN, SIZE#3",Endodontic
HSPTS-AS,Adapta-Post Titanium Serrated Assorted Kit,Endodontic
HSRP-001,"HENRY SCHEIN - RETRACTION PASTE, 24 X 0.25G UNIT DOSE PER PACK",Components
HS-RPUD-1-1,"HENRY SCHEIN - 0.25G UNIT DOSE, FILLED WITH RETRACTION PASTE",Components
HT250,DHP Yellow T-Mixing Tips 4.2Mm X 48 Pcs,Impression & Accs
HT-250,"DHPI PRIVATE LABEL YELLOW T-MIXING TIPS 4.2MM X 48 PCS, 300-8103T",Impression & Accs
HT-250DHP,"DHPI PRIVATE LABEL YELLOW T-MIXING TIPS 4.2MM X 48 PCS, 300-8103T",Impression & Accs
HT255,"DHP Teal, T-Mixing Tips 6.5 Mm X 48 Pcs",Impression & Accs
HT-255,"DHPI PRIVATE LABEL TEAL, T-MIXING TIPS 6.5 MM X 48 PCS, 300-8104T",Impression & Accs
HT-255DHP,"DHPI PRIVATE LABEL TEAL, T-MIXING TIPS 6.5 MM X 48 PCS, 300-81042",Impression & Accs
HT265,"DHP Pink, T-Mixing Tips 5.4 Mm X 48 Pcs",Impression & Accs
HT-265,"DHPI PRIVATE LABEL PINK, T-MIXING TIPS 5.4 MM X 48 PCS, 300-81062",Impression & Accs
HT-265DHP,"DHPI PRIVATE LABEL PINK, T-MIXING TIPS 5.4 MM X 48 PCS, 300-81062",Impression & Accs
HT267,"DHP Brow, T-Mixing Tips, 1:1 Ratio, 25 Pcs",Impression & Accs
HT-267,"DHPI PRIVATE LABEL BROW, T-MIXING TIPS, 1:1 RATIO, 25 PCS, 300-10001T",Impression & Accs
HT-267DHP,"DHPI PRIVATE LABEL BROW, T-MIXING TIPS, 1:1 RATIO, 25 PCS, 300-100012",Impression & Accs
HT268,"DHP Blue(Orange Inside) T-Mixing Tips, 10:1/4:1 Ratio, 300-8108T",Impression & Accs
HT-268,"DHPI PRIVATE LABEL BLUE(ORANGE INSIDE) T-MIXING TIPS, 10:1/4:1 RATIO, 25 PCS, 300-8108T",Impression & Accs
HT-268DHP,"DHPI PRIVATE LABEL BLUE(ORANGE INSIDE) T-MIXING TIPS, 10:1/4:1 RATIO, 25 PCS, 300-81082",Impression & Accs
IB-006,"IBRITE 6%HP WHITENING SYRINGE, 1.2ML, W/IBRITE LABEL, FILLED",Components
IB-009,"IBRITE 9%HP WHITENING SYRINGE, 1.2ML, W/IBRITE LABEL, FILLED",Components
IB-012,"IBRITE 12%HP WHITENING SYRINGE, 1.2ML, W/IBRITE LABEL, FILLED",Components
IB-025,"IBRITE 25%CP WHITENING SYRINGE, 1.2ML W/IBRITE LABEL, FILLED",Components
IB-100,"NON-WOVEN FACE COVER W/OPENING FOR MOUTH, 100/PK",Whitening
IB-105,"IBRUSH PAINT-ON BRUSH, 5PK",Whitening
IB-106,"IBRITE® PLUS CHAIRSIDE TOOTH WHITENING KIT, GEL-TYPE, 2-PATIENT KIT",Whitening
IB108GP-12,Pac-Dent Take-Home Whitening 1X 4.5ml 12% H2O2 iBrite teeth whitening pen,Whitening
IB108GP-9,Pac-Dent Take-Home Whitening 1 X 4.5ml 9% H2O2 iBrite teeth whitening pen,Whitening
IB-1560,iBrite Tooth Whitening Gel 1:1syringe 15%,Whitening
IB-1835,"GLO DUAL BARREL SYRINGE, 24%, 3.5ML",Components
IB-20CP,"IBRITE, 1.2CC X 9 PIECES, 20%CP, WHITENING KIT",Whitening
IB-2443,iBrite Tooth Whitening Gel 4:1syringe 24%,Whitening
IB-247,Pac-Dent 12 x 140 g iBrite whitening toothpaste tube,Whitening
IB-3035,"GLO DUAL BARREL SYRINGE, 30%, 3.5ML",Components
IB-688MP-C,IBRITE® V4 REPLACEMENT CHROME-PLATED MOUTH PIECE,Whitening
IB-688MP-D,"IBRITE® V4 DISPOSABLE MOUTH PIECE, 5/PK",Whitening
IB-688RAMH,IBRITE® V4 REPLACEMENT ARM AND HEAD PIECE,Whitening
IB-688W,Pac-Dent In-office Whitening  iBrite LED bleaching unit V4 Wheelbase,Whitening
IB-701,iBrite 12% H2O2 Dual-Barrel tooth whitening kit,Whitening
IB-708,iBrite 25% CP tooth whitening kit,Whitening
IB-709,"DENTSPLY SURESMILE 9%HP WHITENING KIT ( 4X1.2 ML SYRINGE, 4XTIPS, 1XTRAY AND 1 X SHADE GUIDE)",Whitening
IB-801,Pac-Dent In-office Whitening  iBrite chairside tooth whitening kit gel-type 3ml 1-patient,Whitening
IB-803,Pac-Dent In-office Whitening  iBrite Chairside Tooth Whitening Kit Gel-type 5-Patient Kit,Whitening
IB-806H,Pac-Dent Take-Home Whitening iBrite 6% H2O2 tooth whitening kit,Whitening
IB-807F,1 X IBRITE® TRAY WITH PRE-LOADED SPONGES W/OUT BREATHING HOLES,Whitening
IB-807H,Pac-Dent Take-Home Whitening iBrite 6% H2O2 refill kit: 30 x 1.2 ml syringes,Whitening
IB-809H,Pac-Dent Take-Home Whitening iBrite 9% H2O2 Tooth Whitening Kit,Whitening
IB-810,"IBRITE® TRAY SILICONE WHITENING TRAY WITH BREATHING HOLES WITH THE STORAGE CASES, 10/PK",Whitening
IB-811F,1 X IBRITE® TRAY WITH H2O2 WHITENING SPONGE W/BREATHING HOLES,Whitening
IB-812DR,"IBRITE DUAL-BARREL 12%HP SYRINGE REFILL, 1X4.37ML SYRINGE",Components
IB-812DR30,"IBRITE DUAL-BARREL 12%HP SYRINGE REFILL, 30X4.37ML SYRINGES",Components
IB-812H,IBRITE 12%HP WHITENING KIT,Components
IB-812HD,Pac-Dent Take-Home Whitening iBrite 12% H2O2 Dual-Barrel tooth whitening kit,Whitening
IB-814,"Pac-Dent Gingival Barrier refill kit, 4 x 1.2ml syringe pack",Whitening
IB-815H,Pac-Dent Take-Home Whitening iBrite 9% H2O2 refill kit: 30 x 1.2ml syringes,Whitening
IB-816H,Pac-Dent Take-Home Whitening iBrite 12% H2O2 refill kit: 30 x 1.2ml syringes,Whitening
IB-817H,Pac-Dent Take-Home Whitening iBrite 9% H2O2 bulk refill kit: 150 x 1.2ml syringes,Whitening
IB-818H,Pac-Dent Take-Home Whitening iBrite 12% H2O2 bulk refill kit: 150 x 1.2 ml syringes,Whitening
IB-819H,Pac-Dent Take-Home Whitening iBrite 6% H2O2 bulk refill kit: 150 x 1.2ml syringes,Whitening
IB-88,Pac-Dent 12 x 25 g iBrite whitening toothpaste tube,Whitening
IB-888,Pac-Dent In-office Whitening  iBrite LED bleaching unit V3,Whitening
IB-888ARM,IBRITE® V3 REPLACEMENT ARM,Whitening
IB-888HP,IBRITE® V3 REPLACEMENT HEAD PIECE,Whitening
IB-888MPC,iBrite® V3 disposable silicone mouth piece cone,Whitening
IB-888RAMH,IBRITE® V3 REPLACEMENT ARM WITH HEAD,Whitening
IB-9C,"IBRITE PEN 20%CP,  1X4.5ML",Whitening
IB-BPEN,"IBRITE BLUE PEN, FILLED 9%HP WHITENING GEL",Components
IB-FM,IBRITE CLEANING & WHITENING FOAM,Whitening
IB-G11T,Pac-Dent Take-Home Whitening Salon/Spa Teeth whitening lip retractor,Whitening
IBP-2C-15B,Pac-Dent Take-Home Whitening 1 x 2.5cc iBrite pen with brush tip 15% carbamide peroxide,Whitening
IBP-2C-20B,Pac-Dent Take-Home Whitening 1 x 2.5cc iBrite pen with brush tip 20% carbamide peroxide,Whitening
IBP-2C-30B,Pac-Dent Take-Home Whitening 1 x 2.5cc iBrite pen with brush tip 30% carbamide peroxide,Whitening
IBP-2H,"IBRITE WHITENING PEN, 2.5CC, W/LIP RETRACTOR",Components
IBP-2H-12B,Pac-Dent Take-Home Whitening 1 x 2.5cc iBrite pen with brush tip 12% H2O2,Whitening
IBP-2H-6B,Pac-Dent Take-Home Whitening 1 x 2.5cc iBrite pen with brush tip 6% H2O2,Whitening
IBP-2H-9B,Pac-Dent Take-Home Whitening 1 x 2.5cc iBrite pen with brush tip 9% H2O2,Whitening
IBP-3H,"IBRITE WHITENING PEN, 2.5CC MINI 6%HP FILLED.",Components
IBP-4C-15B,Pac-Dent Take-Home Whitening 1 x 4.5cc iBrite pen with brush tip 15% carbamide peroxide,Whitening
IBP-4C-20B,Pac-Dent Take-Home Whitening 1 x 4.5cc iBrite pen with brush tip 20% carbamide peroxide,Whitening
IBP-4C-30B,Pac-Dent Take-Home Whitening 1 x 4.5cc iBrite pen with brush tip 30% carbamide peroxide,Whitening
IBP-4H,"IBRITE WHITENING PEN, 4.5CC, W/LIP RETRACTOR",Components
IBP-4H-12B,Pac-Dent Take-Home Whitening 1 x 4.5cc iBrite pen with brush tip 12% H2O2,Whitening
IBP-4H-6B,Pac-Dent Take-Home Whitening 1 x 4.5cc iBrite pen with brush tip 6% H2O2,Whitening
IBP-4H-9B,Pac-Dent Take-Home Whitening 1 x 4.5cc iBrite pen with brush tip 9% H2O2,Whitening
IBP-5H,"IBRITE TOGO WHITENING PEN - 9%HP WHITENING PEN X 1, 4.0ML",Components
IB-SK02,Pac-Dent iBrite Infection Control Kit,Infection Control
IC-1000,ICURE CORDLESS LED CURING LIGHT,SEI Autoscaler
IC-1001,ICURE 8MM TURBO TIP,Others
IC-1003HS,Henry Schein Global Sourcing Universal Curing Light Shields,Infection Control
IF-2335,"GEL, RESIN SPACER",Components
IG300,Pac-Dent Universal Composite Gun Sleeve,Infection Control
IG400,Pac-Dent Barrier Sleeves Impression gun cover 300/box,Infection Control
IM-008,INSTRUCTIONS FOR IBRITE IN-OFFICE TOOTH WHITENING KIT,Components
IM-009,INSTRUCTIONS FOR PACENDO IRRIGATION KIT,Components
IM-010,INSTRUCTIONS FOR KOOL WHITE 10%CP KIT,Components
IM-011,"INSTRUCTION MANUAL FOR WHITER IMAGE 4X1.2CC TAKE HOME WHITENING KIT, 2 PAGES",Components
IM-012,INSTRUCTIONS FOR KOOL WHITE 15%CP KIT,Components
IM-013,INSTRUCTIONS FOR KOOL WHITE 20%CP KIT,Components
IM-014,INSTRUCTIONS FOR IBRITE WHITENING PEN,Components
IM-015,INSTRUCTIONS FOR IBRITE TAKE HOME WHITENING KIT,Components
IM-016,INSTRUCTIONS FOR KOOL WHITE TAKE HOME WHITENING KIT,Components
IM-018,INSTRUCTIONS FOR IBRITE DUAL-BARREL 12%HP KIT,Components
IM-019,INSTRUCTIONS FOR ETCHING GEL,Components
IM-020,"INSTRUCTION MANUAL, FOR C&B PROMPT 10:1 TEMPORARY CROWN & BRIDGE MATERIAL",Components
IM-021,INSTRUCTION MANUAL FOR C&B PROMPT TEMPORART CROWN & BRIDGE MATERIAL 1:1,Components
IM-022,INSTRUCTION MANUAL FOR PACCEM PLUS PERMANENT CEMENT,Components
IM-023,INSTRUCTION MANUAL FOR PAC SEAL,Components
IM-024,INSTRUCTION MANUAL FOR PACBOND ADHESIVE 7ML,Components
IM-026,INSTRUCTION MANUAL FOR PACTEMP AUTOMIX  NE WITH RELEASING AGENT,Components
IM-027,INSTRUCTION MANUAL FOR PACTEMP TEMPORARY CEMENT,Components
IM-028,INSTRUCTION MANUEL FOR PROCORE DUAL-CORE BUILD UP,Components
IM-029,INSTRUCTION MANUEL FOR OPTIFLOW II,Components
IM-030,INSTRUCTION MANUEL FOR GINGIVAL BARRIER,Components
IM-031,INSTRUCTION MANUEL FOR RESIN SPACER,Components
INS 508601,SEI Autoscaler Ultrasonic Scaler Accessories UNIVERSAL INSERT 25K FOR INTERNAL WATER 1 EACH,SEI Autoscaler
INS 508602,SEI Autoscaler Ultrasonic Scaler Accessories THIN INSERT 25K,SEI Autoscaler
INS 508701,SEI Autoscaler Ultrasonic Scaler Accessories UNIVERSAL INSERT 30K FOR INTERNAL WATER 1 EACH,SEI Autoscaler
INS 508702,SEI Autoscaler  Ultrasonic Scaler Accessories THIN INSERT 30K UNIVERSAL,SEI Autoscaler
INT-001,"4 IRRIGATION NEEDLE TIPS, NOTCHED, PURPLE, IN PLASTIC BAG",Components
INT-002,"5 IRRIGATION NEEDLE TIPS, NOTCHED, PURPLE, IN PLASTIC BAG",Components
IOK,"Whiter Image, 30% HP In-Office 2-patient  Tooth Whitening Kit",Whitening
IOK30,WHITER IMAGE 30%HP IN-OFFICE 2-PATIENT TOOTH WHITENING KIT,Whitening
IOK40,"Whiter Image, 40% HP In-Office 2-patient  Tooth whitening kit",Whitening
IOXS-1.013.3253,"Sheath, Universal Sensor Sheath",Infection Control
IP100,Pac-Dent Barrier Sleeves iPad Sleeves,Infection Control
IP-101,Pac-Dent Armor iPad Mini Sleeves,Infection Control
IP-102,Pac-Dent Armor iPad Sleeves,Infection Control
IRGA819,"PHENYLBIS (2,4,6-TRIMETHYLBENZOYL) PHOSPHINE OXIDE, PHOTOINITIATOR",Raw Mats and Spares
ISG-100B-L,"Pac-Dent Reusable isolation gowns with knit cuff, L, 1 unit",Infection Control
ISG-100B-M,"Pac-Dent Reusable isolation gowns with knit cuff, M, 1 unit",Infection Control
ISG-100B-S,"Pac-Dent Reusable isolation gowns with knit cuff, S, 1 unit",Infection Control
ISG-100B-XL,"Pac-Dent Reusable isolation gowns with knit cuff, XL, 1 unit",Infection Control
ISG-100B-XXL,"Pac-Dent Reusable isolation gowns with knit cuff, XXL, 1 unit",Infection Control
ISG-136B,"Pac-Dent Non-Woven Disposable Isolation Gowns 136 cm x 137 cm, Blue",Infection Control
ISG-1541K,"Pac-Dent Non-Woven Disposable Isolation Gowns with elastic cuff 115 cm x 137 cm, Blue",Infection Control
"Isopropyl Alcohol, ACS","Isopropyl alcohol, Reagent, ACS - 20L Metal",Raw Mats and Spares
ISPP-001,INSTAPLUMP,Components
IST-001,"INSERT  (2 CAVITIES, FOR DELUXE HOME EDITION KITS)",Components
IST-010,"PAPER INSERT, FOR PACENDO IRRIGATION KIT, SINGLE CANAL",Components
IST-011,"PAPER INSERT, FOR PACENDO IRRIGATION KIT, MULTIPLE CANALS",Components
IST-012,"PAPER INSERT, FOR KOOL WHITE 10%CP KIT",Components
IST-013,"PAPER INSERT, FOR KOOL WHITE 15%CP KIT",Components
IST-014,"PAPER INSERT, FOR KOOL WHITE 20%CP KIT",Components
IST-015,"PAPER INSERT, FOR IBRITE WHITENING PEN",Components
IST-016,"PAPER INSERT, FOR IBRITE 6%HP KIT",Components
IST-017,"PAPER INSERT, FOR IBRITE 9%HP KIT",Components
IST-018,"PAPER INSERT, FOR IBRITE 12%HP KIT",Components
IST-019,"SILVER PAPER INSERT, FOR IBRITE+REMI COMBO",Components
ITCB-001,"SILICONE IMPRESSION TRAY(CLEAR)#1 W/O BREATHING HOLE, IN CONTAINER BOX(BLUE), NO LABEL",Components
ITCB-005,"SILICONE IMPRESSION TRAY(CLEAR)#1 W/ BREATHING HOLE, IN CONTAINER BOX(BLUE), NO LABEL",Components
ITCB-006,"SILICONE IMPRESSION TRAY #7, ASSORTED COLOR AND CONTAINER BOX, ASSORTED COLOR",Components
J1180,Jorgensen Private Label AutoScaler/Polisher 25k Ultrasonic Scaler,Preventive
J1181,AutoScaler 25k Ultrasonic Scaler-Jorgensen,Preventive
J2009,Jorgensen Private Label Motor Pack Assembly,Components
JG-C,Joy-Gloss Finishing And Polishing Cups,Preventive
JG-D,Joy-Gloss Finishing And Polishing Cups,Preventive
JGHV-001,JOJOBA GLAZE HV,Raw Mats and Spares
JG-P,Joy-Gloss Finishing And Polishing Cups,Preventive
JSD,JS Dental Products Only,JS Dental Items
JS-ITEM,JSDENTAL-ITEMS FROM SUZHOU IN BREA,JS Dental Items
JSO-001,JOJOBA SEED OIL,Raw Mats and Spares
JS-PURCHASING,ITEM FOR JS DENTAL SALES,Others
K-1,"KAOLIN, COLLOIDAL, USP (PART#685658)",Raw Mats and Spares
K-739,NOVERITE K-739,Raw Mats and Spares
KITMID,MIDMARK Custom Prophy Kit,Preventive
KML-001,KOBO MICA L-24,Raw Mats and Spares
KO224,"OptiProbe Neddle Tips, 27 Ga., Round Tip, Side Port, Yellow",Endodontic
KO232,"Irrigation Needle Tips, 30 Ga, Notched, Purple",Endodontic
KO239,"Irrigation Needle Tips, 27 Ga, Notched, Yellow",Endodontic
KQSS-14U-36,QD T/C WITH MOLDED CONNECTOR,Components
KSPD-905,"MIXING STICK, 100/PK",Cosmetic&Restoration
KW-010,"1.2ML KOOL WHITE 10%CP WHITENING GEL SYRINGE, FILLED",Components
KW-015,"1.2ML KOOL WHITE 15%CP WHITENING GEL SYRINGE, FILLED",Components
KW-020,"1.2ML KOOL WHITE 20%CP WHITENING GEL SYRINGE, FILLED",Components
KW-800,Pac-Dent Take-Home Whitening Kool White 15% carbamide peroxide tooth whitening kit,Whitening
KW-801,Pac-Dent Take-Home Whitening Kool White 10% carbamide peroxide tooth whitening kit,Whitening
KW-802,Pac-Dent Take-Home Whitening Kool White 10% refill kit: 30 x 1.2 ml syringes,Whitening
KW-802SZ,IBRITE 10% CP WHITENING KIT 9 X 1.2 ML SYRINGES,Whitening
KW-803,Pac-Dent Take-Home Whitening Kool White 15% refill kit: 30 x 1.2 ml syringes,Whitening
KW-803SZ,IBRITE 15% CP WHITENING KIT 9 X 1.2 ML SYRINGES,Whitening
KW-805,Pac-Dent Take-Home Whitening Kool White 20% carbamide peroxide tooth whitening kit,Whitening
KW-805-SYRINGE,"KOOL WHITE 20% CARBAMIDE PEROXIDE TOOTH WHITENING 1.2CC SYRINGE, 1 PIECE",Whitening
KW-806,Pac-Dent Take-Home Whitening Kool White 20% refill kit: 30 x 1.2 ml syringes,Whitening
KW-806SZ,IBRITE 20% CP WHITENING GEL KIT 9 X 1.2 ML SYRINGES,Whitening
KW-812,Pac-Dent Take-Home Whitening Kool White 10% refill kit: 150 x 1.2 ml syringes,Whitening
KW-813,Pac-Dent Take-Home Whitening Kool White 15% refill kit: 150 x 1.2 ml syringes,Whitening
KW-816,Pac-Dent Take-Home Whitening Kool White 20% refill kit: 150 x 1.2 ml syringes,Whitening
